source_ref,status,source_document_id,source_title,source_url,source_sha256,clause_locator,source_page,authority_state
"NAMCARs 139.10.7","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.10.7","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.10.8","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.10.8","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.10.9","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.10.9","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.11","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.11","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.11.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.11.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.11.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.11.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.11.4","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.11.4","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.11.6","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.11.6","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.4","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.4","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.5","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.5","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.6","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.6","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.7","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.7","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.8","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.8","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.12.9","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.12.9","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.13.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.13.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.13.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.13.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.14","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.14","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.14.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.14.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.15","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.15","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.15.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.15.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.15.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.15.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.15.4","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.15.4","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.10","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.10","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.11","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.11","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.4","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.4","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.5","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.5","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.6","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.6","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.7","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.7","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.16.8","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.16.8","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.17.1","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.17.1","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.17.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.17.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.17.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.17.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.17.4","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.17.4","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.17.5","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.17.5","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.17.6","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.17.6","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.18","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.18","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 139.8.21","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","139.8.21","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 140.02.1","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","140.02.1","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 140.02.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","140.02.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 140.02.3","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","140.02.3","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 140.03","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","140.03","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 140.03.1","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","140.03.1","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCARs 140.03.2","PROPOSED_EXTERNAL_OFFICIAL_SOURCE","NCAA-NAMCAR-PART-139-2023","NAMCARs Part 139 (2023)","https://www.ncaa.com.na/publications/legislations/NAMCARS/NAMCARs%20Part%20139%20%282023%29.pdf","","140.03.2","","SOURCE_BYTES_NOT_LOCALLY_HASHED_SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.0","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.0","","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.01.7","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.01.7","7","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.07","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.07","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.07.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.07.2","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.07.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.07.3","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.07.4","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.07.4","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.08","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.08","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.08.15","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.08.15","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.08.3","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.08.3","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.08.4","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.08.4","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.08.6","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.08.6","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.08.7","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.08.7","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.09","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.09","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.09.10","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.09.10","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.09.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.09.2","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.09.7","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.09.7","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.09.9","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.09.9","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.10","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.10","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.11","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.11","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.12","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.12","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.13","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.13","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.14","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.14","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.15","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.15","9","SOURCE_OWNER_ATTESTATION_REQUIRED"
"NAMCATS 139.10.2","PROPOSED_LOCAL_SOURCE","NCAA-NAMCATS-P1-PDF-04","NAMCATS-AH PART 139.pdf","https://www.ncaa.com.na/publications/legislations/NAMCATS/NAMCATS-AH%20PART%20139.pdf","sha256:14c90463a0f1294a63600c4de270ea6a70778799797ca8e42263605c41b2d202","139.10.2","8","SOURCE_OWNER_ATTESTATION_REQUIRED"
