form_code,document_title,form_kind,archive_path,archive_sha256,form_sha256,page_count,question_count,question_extraction_state,proposed_risk_band,proposed_risk_domain,form_source_refs,source_mapping_state,candidate_state,publication_state
"FSS-AGA-FORM-035A","Information on Category D aerodromes","ADMINISTRATIVE_FORM","FSS-AGA-FORM-035A.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:a88810064a9bc73ea981ac6df787fed91957cb163bbd4f48b2014049f67145af","3","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_REVIEW_REQUIRED","UNCLASSIFIED","","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-036","Safety measures against fire at an aerodrome","FORM","FSS-AGA-FORM-036.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:af95d282641a0f8f5b2c3bd2e5a82280fcfc919c6438a1ab92f2ff0f5e9b5dcc","4","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","NAMCARs 139.01.12","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-037","Check-list for the evaluation of safety measures against fire at an aerodrome","FORM","FSS-AGA-FORM-037.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:5db20f1581d4d9b9629a35e1c7e99fd18f15e38c925a1a57b88fd7625488ad30","4","11","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","NAMCARs 139.01.12","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-038","Form for Inspector training assessment","ADMINISTRATIVE_FORM","FSS-AGA-FORM-038.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:4ebb43bd2864db85cc7f1c56ae03cd171cd97cbf899ec3d95269e9fc0727887c","14","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-039","31 March 2023 1 of 2 NAMIBIA CIVIL AVIATION AUTHORITY P. Bag 12003 Ausspannplatz, Windhoek, Namibia FSS-AGA-FORM-039 Application for change","ADMINISTRATIVE_FORM","FSS-AGA-FORM-039.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:8691dceaf9cb18df1e36038599e9e43e22323ef19d680cf4236a9eae0d85265d","2","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-040","Check-list for the review of an application for change in the quality assurance system of a holder of an aerodrome or heliport license","ADMINISTRATIVE_FORM","FSS-AGA-FORM-040.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:aa78fdd64cfaa4e2b2bd86197df0f845be64d056c9634046e5bff64f1a5b1da0","6","16","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","NAMCARs 139.02.16 | NAMCARs 139.03.16","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-041","Check-list for the inspection of the arrangements for friction measurement and water coverage at aerodrome/heliport of an applicant for aerodrome or heliport license","FORM","FSS-AGA-FORM-041.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:0fabe56808cebb3e38cd90d98ba65fe39652122785a4f24f0b762ead8adc341c","3","9","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-042","Surrender of aerodrome certificate/license","FORM","FSS-AGA-FORM-042.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:710d8a74a95e667a3d671aabb65ba93376551196c958eb554d6006de12d4df6b","2","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","NAMCARs 139.03.10","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-043","Application for a deviation","ADMINISTRATIVE_FORM","FSS-AGA-FORM-043.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:f8c16c94457b1416467e6388bab133a95a1c0cf0dbd848a76c9449a2375926dc","1","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","NAMCARs 139.01.9","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-044","Notification of availability of certified/licensed aerodrome","ADMINISTRATIVE_FORM","FSS-AGA-FORM-044.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:02b1669e5aa3d3de6222923839ecb033df1eb93afa77e5e058c8d6dae17ea0ff","1","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","NAMCARs 139.03.15","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-045","Application for alterations, obstructions, or workings on an aerodrome","ADMINISTRATIVE_FORM","FSS-AGA-FORM-045.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:8d05113fd0094f1cb5bf773ae6f65e6604107622018c9cfa780c279d8decd366","2","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","NAMCARs 139.8.21","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-046","Bird Strike Reporting Form 1.1 Aircraft Operator: 1.2 Aircraft Make/Model: 1.3 Engine Make / Model: 1.4 Aircrat Registration: 1.5 Date (dd/mm/year): 1.6 Local Time: dawn","FORM","FSS-AGA-FORM-046.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:003825c0082dcf34480ab926a517eda50a1a390851e74e00c8b828a836ea2930","1","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-047","Check-list for the evaluation of wildlife hazard assessment of an applicant for an aerodrome or heliport license","FORM","FSS-AGA-FORM-047.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:5a094f0b516ac33826b207f0462462327ebd09dbb861c8952080082f86b6e980","3","8","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","NAMCARs 139.02.8","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-048","Check-list for the surveillance of an aerodrome","FORM","FSS-AGA-FORM-048.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:495aa7b0a1edca1ac5e874e6a63f50b47c6d207aa264cc390970a7db1acdc6e3","9","28","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_REVIEW_REQUIRED","UNCLASSIFIED","NAMCARs 139.17.2 | NAMCATS 139.17.2 | NAMCARs 139.17.6 | NAMCATS 139.17.6 | NAMCARs 139.16.3 | NAMCATS 139.16.3 | NAMCARs 139.01.7 | NAMCATS 139.01.7 | NAMCARs 139.08.4 | NAMCATS 139.08.4 | NAMCARs 139.08.6 | NAMCATS 139.08.6","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-050","Check-list for the evaluation of Runway Safety Programme of an applicant for aerodrome certificate","FORM","FSS-AGA-FORM-050.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:d5c458e40aad63ae8a08d505be24de28b5a492dfb4870304acadf15aacb5ee49","16","35","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","NAMCARs 139.08.7 | NAMCATS 139.08.7","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-051","Check-list for the inspection of the implementation of the safety management system of the aerodrome of an applicant for aerodrome certificate/license","FORM","FSS-AGA-FORM-051.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:2f0c14f7500cb869711593dc0f493f1c3a9aad87905d457a967ec4de975490c0","20","33","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_SAFETY_CRITICAL","AERODROME_OPERATIONAL_SAFETY","NAMCARs 139.08.6 | NAMCARs 140.02.1 | NAMCARs 140.02.2 | NAMCARs 140.02.3 | NAMCATS 140.02.3","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-052","Checklist for the review of the required records in Phase q to 5 files","CHECKLIST","FSS-AGA-FORM-052.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:76c8fc8d0af7826dc16fcc43aaeeed29de2cb74b1fd776c13615323259ead48a","5","0","NO_PROTOCOL_QUESTION_BOUNDARY_DETECTED","PROPOSED_CONTROL_ASSURANCE","GOVERNANCE_AND_RECORDS","","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
"FSS-AGA-FORM-053","Check-list for evaluation of risk assessment report","FORM","FSS-AGA-FORM-053.pdf","sha256:dd819cfa6a670760e0cfceed94496e2e466dc53bac13e6fd792b1128314d6e32","sha256:88e34003575d3f575cb621e51f445c05ce6729e4fff1578d67f902c48b9039b6","3","14","EXTRACTED_CANDIDATE_BOUNDARIES","PROPOSED_HIGH_OPERATIONAL","OPERATIONAL_ASSURANCE","NAMCARs 139.08.6","SOURCE_MAPPING_REQUIRED","NOT_IMPORTED","NOT_AUTHORIZED"
